Date,Open,High,Low,Close,Adj Close,Volume
6/25/2019,198.429993,199.259995,195.289993,195.570007,194.829758,21070300
6/24/2019,198.539993,200.160004,198.169998,198.580002,197.828369,18220400
6/21/2019,198.800003,200.850006,198.149994,198.779999,198.027603,47800600
6/20/2019,200.369995,200.610001,198.029999,199.460007,198.705032,21514000
6/19/2019,199.679993,199.880005,197.309998,197.869995,197.121048,21124200
6/18/2019,196.050003,200.289993,195.210007,198.449997,197.698853,26551000
6/17/2019,192.899994,194.960007,192.169998,193.889999,193.156113,14669100
6/14/2019,191.550003,193.589996,190.300003,192.740005,192.010468,18761500
6/13/2019,194.699997,196.789993,193.600006,194.149994,193.415115,21674600
6/12/2019,193.949997,195.970001,193.389999,194.190002,193.454987,18253200
6/11/2019,194.860001,196,193.600006,194.809998,194.072632,26932900
6/10/2019,191.809998,195.369995,191.619995,192.580002,191.851074,26220900
6/7/2019,186.509995,191.919998,185.770004,190.149994,189.430267,30684400
6/6/2019,183.080002,185.470001,182.149994,185.220001,184.518936,22526300
6/5/2019,184.279999,184.990005,181.139999,182.539993,181.84906,29773400
6/4/2019,175.440002,179.830002,174.520004,179.639999,178.960052,30968000
6/3/2019,175.600006,177.919998,170.270004,173.300003,172.644043,40396100
5/31/2019,176.229996,177.990005,174.990005,175.070007,174.407349,27043600
5/30/2019,177.949997,179.229996,176.669998,178.300003,177.625122,21218400
5/29/2019,176.419998,179.350006,176,177.380005,176.708603,28481200
5/28/2019,178.919998,180.589996,177.910004,178.229996,177.555389,27948200
5/24/2019,180.199997,182.139999,178.619995,178.970001,178.292587,23714700
5/23/2019,179.800003,180.539993,177.809998,179.660004,178.97998,36529700
5/22/2019,184.660004,185.710007,182.550003,182.779999,182.088165,29748600
5/21/2019,185.220001,188,184.699997,186.600006,185.893707,28364800
5/20/2019,183.520004,184.350006,180.279999,183.089996,182.396988,38612300
5/17/2019,186.929993,190.899994,186.759995,189,188.284622,32879100
5/16/2019,189.910004,192.470001,188.839996,190.080002,189.360535,33031400
5/15/2019,186.270004,191.75,186.020004,190.919998,190.197357,26544700
5/14/2019,186.410004,189.699997,185.410004,188.660004,187.945908,36529700
5/13/2019,187.710007,189.479996,182.850006,185.720001,185.017044,57430600
5/10/2019,197.419998,198.850006,192.770004,197.179993,196.433655,41208700
5/9/2019,200.399994,201.679993,196.660004,200.720001,199.193176,34908600
5/8/2019,201.899994,205.339996,201.75,202.899994,201.356583,26339500
5/7/2019,205.880005,207.419998,200.830002,202.860001,201.316895,38763700
5/6/2019,204.289993,208.839996,203.5,208.479996,206.894135,32443100
5/3/2019,210.889999,211.839996,210.229996,211.75,210.139267,20892400
5/2/2019,209.839996,212.649994,208.130005,209.149994,207.559052,31996300
5/1/2019,209.880005,215.309998,209.229996,210.520004,208.918625,64827300
4/30/2019,203.059998,203.399994,199.110001,200.669998,199.143539,46534900
4/29/2019,204.399994,205.970001,203.860001,204.610001,203.053589,22204700
4/26/2019,204.899994,205,202.119995,204.300003,202.745941,18649100
4/25/2019,206.830002,207.759995,205.119995,205.279999,203.718491,18543200
4/24/2019,207.360001,208.479996,207.050003,207.160004,205.584183,17540600
4/23/2019,204.429993,207.75,203.899994,207.479996,205.901749,23323000
4/22/2019,202.830002,204.940002,202.339996,204.529999,202.974197,19439500
4/18/2019,203.119995,204.149994,202.520004,203.860001,202.309296,24195800
4/17/2019,199.539993,203.380005,198.610001,203.130005,201.584839,28906800
4/16/2019,199.460007,201.369995,198.559998,199.25,197.734344,25696400
4/15/2019,198.580002,199.850006,198.009995,199.229996,197.714493,17536600
4/12/2019,199.199997,200.139999,196.210007,198.869995,197.357239,27760700
4/11/2019,200.850006,201,198.440002,198.949997,197.43663,20900800
4/10/2019,198.679993,200.740005,198.179993,200.619995,199.093918,21695300
4/9/2019,200.320007,202.850006,199.229996,199.5,197.982452,35768200
4/8/2019,196.419998,200.229996,196.339996,200.100006,198.577881,25881700
4/5/2019,196.449997,197.100006,195.929993,197,195.501465,18526600
4/4/2019,194.789993,196.369995,193.139999,195.690002,194.201431,19114300
4/3/2019,193.25,196.5,193.149994,195.350006,193.864029,23271800
4/2/2019,191.089996,194.460007,191.050003,194.020004,192.544144,22765700
4/1/2019,191.639999,191.679993,188.380005,191.240005,189.785278,27862000
3/29/2019,189.830002,190.080002,188.539993,189.949997,188.505081,23564000
3/28/2019,188.949997,189.559998,187.529999,188.720001,187.284439,20780400
3/27/2019,188.75,189.759995,186.550003,188.470001,187.036346,29848400
3/26/2019,191.660004,192.880005,184.580002,186.789993,185.369125,49800500
3/25/2019,191.509995,191.979996,186.600006,188.740005,187.304291,43845300
3/22/2019,195.339996,197.690002,190.779999,191.050003,189.596725,42407700
3/21/2019,190.020004,196.330002,189.809998,195.089996,193.605988,51034200
3/20/2019,186.229996,189.490005,184.729996,188.160004,186.728714,31035200
3/19/2019,188.350006,188.990005,185.919998,186.529999,185.111115,31646400
3/18/2019,185.800003,188.389999,185.789993,188.020004,186.589783,26219800
3/15/2019,184.850006,187.330002,183.740005,186.119995,184.704224,39042900
3/14/2019,183.899994,184.100006,182.559998,183.729996,182.332397,23579500
3/13/2019,182.25,183.300003,180.919998,181.710007,180.327774,31032500
3/12/2019,180,182.669998,179.369995,180.910004,179.533875,32467600
3/11/2019,175.490005,179.119995,175.350006,178.899994,177.539139,32011000
3/8/2019,170.320007,173.070007,169.5,172.910004,171.594711,23999400
3/7/2019,173.869995,174.440002,172.020004,172.5,171.187836,24796400
3/6/2019,174.669998,175.490005,173.940002,174.520004,173.192474,20810400
3/5/2019,175.940002,176,174.539993,175.529999,174.194778,19737400
3/4/2019,175.690002,177.75,173.970001,175.850006,174.51236,27436200
3/1/2019,174.279999,175.149994,172.889999,174.970001,173.639038,25886200
2/28/2019,174.320007,174.910004,172.919998,173.149994,171.832886,28215400
2/27/2019,173.210007,175,172.729996,174.869995,173.539795,27835400
2/26/2019,173.710007,175.300003,173.169998,174.330002,173.003922,17070200
2/25/2019,174.160004,175.869995,173.949997,174.229996,172.904678,21873400
2/22/2019,171.580002,173,171.380005,172.970001,171.654251,18913200
2/21/2019,171.800003,172.369995,170.300003,171.059998,169.758789,17249700
2/20/2019,171.190002,173.320007,170.990005,172.029999,170.721405,26114400
2/19/2019,169.710007,171.440002,169.490005,170.929993,169.629761,18972800
2/15/2019,171.25,171.699997,169.75,170.419998,169.123657,24626800
2/14/2019,169.710007,171.259995,169.380005,170.800003,169.500778,21835700
2/13/2019,171.389999,172.479996,169.919998,170.179993,168.885468,22490200
2/12/2019,170.100006,171,169.699997,170.889999,169.590073,22283500
2/11/2019,171.050003,171.210007,169.25,169.429993,168.141174,20993400
2/8/2019,168.990005,170.660004,168.419998,170.410004,169.113724,23820000
2/7/2019,172.399994,173.940002,170.339996,170.940002,168.915268,31741700
2/6/2019,174.649994,175.570007,172.850006,174.240005,172.176163,28239600
2/5/2019,172.860001,175.080002,172.350006,174.179993,172.116867,36101600
2/4/2019,167.410004,171.660004,167.279999,171.25,169.221588,31495500
2/1/2019,166.960007,168.979996,165.929993,166.520004,164.547607,32668100
1/31/2019,166.110001,169,164.559998,166.440002,164.468567,40739600
1/30/2019,163.25,166.149994,160.229996,165.25,163.292648,61109800
1/29/2019,156.25,158.130005,154.110001,154.679993,152.847839,41587200
1/28/2019,155.789993,156.330002,153.660004,156.300003,154.448654,26192100
1/25/2019,155.479996,158.130005,154.320007,157.759995,155.891357,33535500
1/24/2019,154.110001,154.479996,151.740005,152.699997,150.891296,25441500
1/23/2019,154.149994,155.139999,151.699997,153.919998,152.096848,23130600
1/22/2019,156.410004,156.729996,152.619995,153.300003,151.484207,30394000
1/18/2019,157.5,157.880005,155.979996,156.820007,154.962494,33751000
1/17/2019,154.199997,157.660004,153.259995,155.860001,154.013885,29821200
1/16/2019,153.080002,155.880005,153,154.940002,153.104782,30569700
1/15/2019,150.270004,153.389999,150.050003,153.070007,151.256927,28710900
1/14/2019,150.850006,151.270004,149.220001,150,148.223282,32439200
1/11/2019,152.880005,153.699997,151.509995,152.289993,150.48616,27023200
1/10/2019,152.5,153.970001,150.860001,153.800003,151.978271,35780700
1/9/2019,151.289993,154.529999,149.630005,153.309998,151.494064,45099100
1/8/2019,149.559998,151.820007,148.520004,150.75,148.964386,41025300
1/7/2019,148.699997,148.830002,145.899994,147.929993,146.177811,54777800
1/4/2019,144.529999,148.550003,143.800003,148.259995,146.503891,58607100
1/3/2019,143.979996,145.720001,142,142.190002,140.505798,91312200
1/2/2019,154.889999,158.850006,154.229996,157.919998,156.049484,37039700
12/31/2018,158.529999,159.360001,156.479996,157.740005,155.871613,35003500
12/28/2018,157.5,158.520004,154.550003,156.229996,154.379486,42291400
12/27/2018,155.839996,156.770004,150.070007,156.149994,154.300446,53117100
12/26/2018,148.300003,157.229996,146.720001,157.169998,155.30835,58582500
12/24/2018,148.149994,151.550003,146.589996,146.830002,145.090836,37169200
12/21/2018,156.860001,158.160004,149.630005,150.729996,148.944626,95744600
12/20/2018,160.399994,162.110001,155.300003,156.830002,154.972397,64773000
12/19/2018,166,167.449997,159.089996,160.889999,158.984299,49047300
12/18/2018,165.380005,167.529999,164.389999,166.070007,164.102936,33841500
12/17/2018,165.449997,168.350006,162.729996,163.940002,161.998169,44287900
12/14/2018,169,169.080002,165.279999,165.479996,163.519913,40703700
12/13/2018,170.490005,172.570007,169.550003,170.949997,168.925125,31898600
12/12/2018,170.399994,171.919998,169.020004,169.100006,167.097046,35627700
12/11/2018,171.660004,171.789993,167,168.630005,166.632614,47281700
12/10/2018,165,170.089996,163.330002,169.600006,167.591125,62026000
12/7/2018,173.490005,174.490005,168.300003,168.490005,166.494278,42281600
12/6/2018,171.759995,174.779999,170.419998,174.720001,172.650482,43098400
12/4/2018,180.949997,182.389999,176.270004,176.690002,174.597153,41344300
12/3/2018,184.460007,184.940002,181.210007,184.820007,182.630859,40802500
11/30/2018,180.289993,180.330002,177.029999,178.580002,176.464767,39531500
11/29/2018,182.660004,182.800003,177.699997,179.550003,177.423264,41770000
11/28/2018,176.729996,181.289993,174.929993,180.940002,178.796799,46062500
11/27/2018,171.509995,174.770004,170.880005,174.240005,172.176163,41387400
11/26/2018,174.240005,174.949997,170.259995,174.619995,172.551666,44998500
11/23/2018,174.940002,176.600006,172.100006,172.289993,170.249252,23624000
11/21/2018,179.729996,180.270004,176.550003,176.779999,174.686081,31124200
11/20/2018,178.369995,181.470001,175.509995,176.979996,174.883713,67825200
11/19/2018,190,190.699997,184.990005,185.860001,183.658539,41925300
11/16/2018,190.5,194.970001,189.460007,193.529999,191.237686,36928300
11/15/2018,188.389999,191.970001,186.899994,191.410004,189.142792,46478800
11/14/2018,193.899994,194.479996,185.929993,186.800003,184.587402,60801000
11/13/2018,191.630005,197.179993,191.449997,192.229996,189.953079,46882900
11/12/2018,199,199.850006,193.789993,194.169998,191.870087,51135500
11/9/2018,205.550003,206.009995,202.25,204.470001,202.048096,34365800
11/8/2018,209.979996,210.119995,206.75,208.490005,206.020493,25362600
11/7/2018,205.970001,210.059998,204.130005,209.949997,206.741821,33424400
11/6/2018,201.919998,204.720001,201.690002,203.770004,200.656265,31882900
11/5/2018,204.300003,204.389999,198.169998,201.589996,198.509583,66163700
11/2/2018,209.550003,213.649994,205.429993,207.479996,204.30957,91328700
11/1/2018,219.050003,222.360001,216.809998,222.220001,218.824341,58323200
10/31/2018,216.880005,220.449997,216.619995,218.860001,215.515686,38358900
10/30/2018,211.149994,215.179993,209.270004,213.300003,210.040649,36660000
10/29/2018,219.190002,219.690002,206.089996,212.240005,208.996857,45935500
10/26/2018,215.899994,220.190002,212.669998,216.300003,212.994797,47258400
10/25/2018,217.710007,221.380005,216.75,219.800003,216.44133,29855800
10/24/2018,222.600006,224.229996,214.539993,215.089996,211.803284,40925500
10/23/2018,215.830002,223.25,214.699997,222.729996,219.326538,38767800
10/22/2018,219.789993,223.360001,218.940002,220.649994,217.27832,28792100
10/19/2018,218.059998,221.259995,217.429993,219.309998,215.958801,33078700
10/18/2018,217.860001,219.740005,213,216.020004,212.719086,32581300
10/17/2018,222.300003,222.639999,219.339996,221.190002,217.810089,22885400
10/16/2018,218.929993,222.990005,216.759995,222.149994,218.755417,29184000
10/15/2018,221.160004,221.830002,217.270004,217.360001,214.038605,30791000
10/12/2018,220.419998,222.880005,216.839996,222.110001,218.716034,40337900
10/11/2018,214.520004,219.5,212.320007,214.449997,211.173065,53124400
10/10/2018,225.460007,226.350006,216.050003,216.360001,213.053894,41990600
10/9/2018,223.639999,227.270004,222.25,226.869995,223.403275,26891000
10/8/2018,222.210007,224.800003,220.199997,223.770004,220.350662,29663900
10/5/2018,227.960007,228.410004,220.580002,224.289993,220.862717,33580500
10/4/2018,230.779999,232.350006,226.729996,227.990005,224.50618,32042000
10/3/2018,230.050003,233.470001,229.779999,232.070007,228.523819,28654800
10/2/2018,227.25,230,226.630005,229.279999,225.776459,24788200
10/1/2018,227.949997,229.419998,226.350006,227.259995,223.787323,23600800
9/28/2018,224.789993,225.839996,224.020004,225.740005,222.290543,22929400
9/27/2018,223.820007,226.440002,223.539993,224.949997,221.512604,30181200
9/26/2018,221,223.75,219.759995,220.419998,217.051849,23984700
9/25/2018,219.75,222.820007,219.699997,222.190002,218.7948,24554400
9/24/2018,216.820007,221.259995,216.630005,220.789993,217.416183,27693400
9/21/2018,220.779999,221.360001,217.289993,217.660004,214.33403,96246700
9/20/2018,220.240005,222.279999,219.149994,220.029999,216.667816,26608800
9/19/2018,218.5,219.619995,215.300003,218.369995,215.033142,27123800
9/18/2018,217.789993,221.850006,217.119995,218.240005,214.905167,31571700
9/17/2018,222.149994,222.949997,217.270004,217.880005,214.550659,37195100
9/14/2018,225.75,226.839996,222.520004,223.839996,220.419571,31999300
9/13/2018,223.520004,228.350006,222.570007,226.410004,222.950317,41706400
9/12/2018,224.940002,225,219.839996,221.070007,217.691925,49278700
9/11/2018,218.009995,224.300003,216.559998,223.850006,220.429443,35749000
9/10/2018,220.949997,221.850006,216.470001,218.330002,214.993759,39516500
9/7/2018,221.850006,225.369995,220.710007,221.300003,217.918411,37619800
9/6/2018,226.229996,227.350006,221.300003,223.100006,219.690903,34290000
9/5/2018,228.990005,229.669998,225.100006,226.869995,223.403275,33333000
9/4/2018,228.410004,229.179993,226.630005,228.360001,224.870499,27390100
8/31/2018,226.509995,228.869995,226,227.630005,224.151657,43340100
8/30/2018,223.25,228.259995,222.399994,225.029999,221.591385,48793800
8/29/2018,220.149994,223.490005,219.410004,222.979996,219.572723,27254800
8/28/2018,219.009995,220.539993,218.919998,219.699997,216.34285,22776800
8/27/2018,217.149994,218.740005,216.330002,217.940002,214.609741,20525100
8/24/2018,216.600006,216.899994,215.110001,216.160004,212.856949,18476400
8/23/2018,214.649994,217.050003,214.600006,215.490005,212.197189,18883200
8/22/2018,214.100006,216.360001,213.839996,215.050003,211.763901,19018100
8/21/2018,216.800003,217.190002,214.029999,215.039993,211.754028,26159800
8/20/2018,218.100006,219.179993,215.110001,215.460007,212.167633,30287700
8/17/2018,213.440002,217.949997,213.160004,217.580002,214.255234,35427000
8/16/2018,211.75,213.809998,211.470001,213.320007,210.060333,28500400
8/15/2018,209.220001,210.740005,208.330002,210.240005,207.02742,28807600
8/14/2018,210.160004,210.559998,208.259995,209.75,206.544891,20748000
8/13/2018,209.309998,210.949997,207.699997,208.869995,205.678345,25890900
8/10/2018,207.360001,209.100006,206.669998,207.529999,204.35881,24611200
8/9/2018,209.529999,209.779999,207.199997,208.880005,204.96933,23492600
8/8/2018,206.050003,207.809998,204.520004,207.25,203.369858,22525500
8/7/2018,209.320007,209.5,206.759995,207.110001,203.232483,25587400
8/6/2018,208,209.25,207.070007,209.070007,205.155792,25425400
8/3/2018,207.029999,208.740005,205.479996,207.990005,204.095993,33447400
8/2/2018,200.580002,208.380005,200.350006,207.389999,203.507217,62404000
8/1/2018,199.130005,201.759995,197.309998,201.5,197.727493,67935700
7/31/2018,190.300003,192.139999,189.339996,190.289993,186.727371,39373000
7/30/2018,191.899994,192.199997,189.070007,189.910004,186.354477,21029500
7/27/2018,194.990005,195.190002,190.100006,190.979996,187.404449,24024000
7/26/2018,194.610001,195.960007,193.610001,194.210007,190.57399,19076000
7/25/2018,193.059998,194.850006,192.429993,194.820007,191.172577,16709900
7/24/2018,192.449997,193.660004,192.050003,193,189.386642,18697900
7/23/2018,190.679993,191.960007,189.559998,191.610001,188.022659,15989400
7/20/2018,191.779999,192.429993,190.169998,191.440002,187.855835,20676200
7/19/2018,189.690002,192.550003,189.690002,191.880005,188.287613,20286800
7/18/2018,191.779999,191.800003,189.929993,190.399994,186.835327,16393400
7/17/2018,189.75,191.869995,189.199997,191.449997,187.865646,15534500
7/16/2018,191.520004,192.649994,190.419998,190.910004,187.33577,15043100
7/13/2018,191.080002,191.839996,190.899994,191.330002,187.747894,12513900
7/12/2018,189.529999,191.410004,189.309998,191.029999,187.453506,18041100
7/11/2018,188.5,189.779999,187.610001,187.880005,184.362503,18831500
7/10/2018,190.710007,191.279999,190.179993,190.350006,186.786255,15939100
7/9/2018,189.5,190.679993,189.300003,190.580002,187.011948,19756600
7/6/2018,185.419998,188.429993,185.199997,187.970001,184.45079,17485200
7/5/2018,185.259995,186.410004,184.279999,185.399994,181.928925,16604200
7/3/2018,187.789993,187.949997,183.539993,183.919998,180.476639,13954800
7/2/2018,183.820007,187.300003,183.419998,187.179993,183.675583,17731300
6/29/2018,186.289993,187.190002,182.910004,185.110001,181.644363,22737700
6/28/2018,184.100006,186.210007,183.800003,185.5,182.027039,17365200
6/27/2018,185.229996,187.279999,184.029999,184.160004,180.712158,25285300
6/26/2018,182.990005,186.529999,182.539993,184.429993,180.977097,24569200
6/25/2018,183.399994,184.919998,180.729996,182.169998,178.759384,31663100
6/22/2018,186.119995,186.149994,184.699997,184.919998,181.457901,27200400
6/21/2018,187.25,188.350006,184.940002,185.460007,181.987808,25711900
6/20/2018,186.350006,187.199997,185.729996,186.5,183.008331,20628700
6/19/2018,185.139999,186.330002,183.449997,185.690002,182.213486,33578500
6/18/2018,187.880005,189.220001,187.199997,188.740005,185.20639,18484900
6/15/2018,190.029999,190.160004,188.259995,188.839996,185.304504,61719200
6/14/2018,191.550003,191.570007,190.220001,190.800003,187.227844,21610100
6/13/2018,192.419998,192.880005,190.440002,190.699997,187.129684,21638400
6/12/2018,191.389999,192.610001,191.149994,192.279999,188.680099,16911100
6/11/2018,191.350006,191.970001,190.210007,191.229996,187.64978,18308500
6/8/2018,191.169998,192,189.770004,191.699997,188.110962,26656800
6/7/2018,194.139999,194.199997,192.339996,193.460007,189.838028,21347200
6/6/2018,193.630005,194.080002,191.919998,193.979996,190.348297,20933600
6/5/2018,193.070007,193.940002,192.360001,193.309998,189.690826,21566000
6/4/2018,191.639999,193.419998,191.350006,191.830002,188.238571,26266200
6/1/2018,187.990005,190.259995,187.75,190.240005,186.678314,23442500
5/31/2018,187.220001,188.229996,186.139999,186.869995,183.371399,27482800
5/30/2018,187.720001,188,186.779999,187.5,183.989609,18690500
5/29/2018,187.600006,188.75,186.869995,187.899994,184.382111,22514100
5/25/2018,188.229996,189.649994,187.649994,188.580002,185.049393,17461000
5/24/2018,188.770004,188.839996,186.210007,188.149994,184.627441,23234000
5/23/2018,186.350006,188.5,185.759995,188.360001,184.833527,20058400
5/22/2018,188.380005,188.880005,186.779999,187.160004,183.655975,15240700
5/21/2018,188,189.270004,186.910004,187.630005,184.117172,18400800
5/18/2018,187.190002,187.809998,186.130005,186.309998,182.821884,18297700
5/17/2018,188,188.910004,186.360001,186.990005,183.489166,17294000
5/16/2018,186.070007,188.460007,186,188.179993,184.65686,19183100
5/15/2018,186.779999,187.070007,185.100006,186.440002,182.949463,23695200
5/14/2018,189.009995,189.529999,187.860001,188.149994,184.627441,20778800
5/11/2018,189.490005,190.059998,187.449997,188.589996,185.059204,26212200
5/10/2018,187.740005,190.369995,187.649994,190.039993,185.765717,27989300
5/9/2018,186.550003,187.399994,185.220001,187.360001,183.145996,23211200
5/8/2018,184.990005,186.220001,183.669998,186.050003,181.865463,28402800
5/7/2018,185.179993,187.669998,184.75,185.160004,180.995468,42451400
5/4/2018,178.25,184.25,178.169998,183.830002,179.695419,56201300
5/3/2018,175.880005,177.5,174.440002,176.889999,172.911484,34068200
5/2/2018,175.229996,177.75,173.800003,176.570007,172.598679,66539400
5/1/2018,166.410004,169.199997,165.270004,169.100006,165.296692,53569400
4/30/2018,162.130005,167.259995,161.839996,165.259995,161.543045,42427400
4/27/2018,164,164.330002,160.630005,162.320007,158.669205,35655800
4/26/2018,164.119995,165.729996,163.369995,164.220001,160.526474,27963000
4/25/2018,162.619995,165.419998,162.410004,163.649994,159.969269,28382100
4/24/2018,165.669998,166.330002,161.220001,162.940002,159.275253,33692000
4/23/2018,166.830002,166.919998,164.089996,165.240005,161.523514,36515500
4/20/2018,170.600006,171.220001,165.429993,165.720001,161.992706,65491100
4/19/2018,173.759995,175.389999,172.660004,172.800003,168.913483,34808800
4/18/2018,177.809998,178.820007,176.880005,177.839996,173.840134,20754500
4/17/2018,176.490005,178.940002,176.410004,178.240005,174.231125,26605400
4/16/2018,175.029999,176.190002,174.830002,175.820007,171.865585,21578400
4/13/2018,174.779999,175.839996,173.850006,174.729996,170.800049,25124300
4/12/2018,173.410004,175,173.039993,174.139999,170.223358,22889300
4/11/2018,172.229996,173.919998,171.699997,172.440002,168.561569,22431600
4/10/2018,173,174,171.529999,173.25,169.353378,28408600
4/9/2018,169.880005,173.089996,169.850006,170.050003,166.225342,29017700
4/6/2018,170.970001,172.479996,168.199997,168.380005,164.592911,35005300
4/5/2018,172.580002,174.229996,172.080002,172.800003,168.913483,26933200
4/4/2018,164.880005,172.009995,164.770004,171.610001,167.750244,34605500
4/3/2018,167.639999,168.75,164.880005,168.389999,164.602676,30278000
4/2/2018,166.639999,168.940002,164.470001,166.679993,162.931122,37586800
3/29/2018,167.809998,171.75,166.899994,167.779999,164.006378,38398500
3/28/2018,167.25,170.020004,165.190002,166.479996,162.735626,41668500
3/27/2018,173.679993,175.149994,166.919998,168.339996,164.553802,40922600
3/26/2018,168.070007,173.100006,166.440002,172.770004,168.884155,37541200
3/23/2018,168.389999,169.919998,164.940002,164.940002,161.23027,41028800
3/22/2018,170,172.679993,168.600006,168.850006,165.052322,41490800
3/21/2018,175.039993,175.089996,171.259995,171.270004,167.417892,37054900
3/20/2018,175.240005,176.800003,174.940002,175.240005,171.298615,19649400
3/19/2018,177.320007,177.470001,173.660004,175.300003,171.357239,33446800
3/16/2018,178.649994,179.119995,177.619995,178.020004,174.016083,39404700
3/15/2018,178.5,180.240005,178.070007,178.649994,174.631882,22743800
3/14/2018,180.320007,180.520004,177.809998,178.440002,174.42662,29368400
3/13/2018,182.589996,183.5,179.240005,179.970001,175.922211,31693500
3/12/2018,180.289993,182.389999,180.210007,181.720001,177.632843,32207100
3/9/2018,177.960007,180,177.389999,179.979996,175.931992,32185200
3/8/2018,175.479996,177.119995,175.070007,176.940002,172.960373,23774100
3/7/2018,174.940002,175.850006,174.270004,175.029999,171.093338,31703500
3/6/2018,177.910004,178.25,176.130005,176.669998,172.696442,23788500
3/5/2018,175.210007,177.740005,174.520004,176.820007,172.843079,28401400
3/2/2018,172.800003,176.300003,172.449997,176.210007,172.24678,38454000
3/1/2018,178.539993,179.779999,172.660004,175,171.063995,48802000
2/28/2018,179.259995,180.619995,178.050003,178.119995,174.113831,37782100
2/27/2018,179.100006,180.479996,178.160004,178.389999,174.377747,38928100
2/26/2018,176.350006,179.389999,176.210007,178.970001,174.944702,38162200
2/23/2018,173.669998,175.649994,173.539993,175.5,171.552734,33812400
2/22/2018,171.800003,173.949997,171.710007,172.5,168.620224,30991900
2/21/2018,172.830002,174.119995,171.009995,171.070007,167.222412,37471600
2/20/2018,172.050003,174.259995,171.419998,171.850006,167.984848,33930500
2/16/2018,172.360001,174.820007,171.770004,172.429993,168.551804,40176100
2/15/2018,169.789993,173.089996,169,172.990005,169.099213,51147200
2/14/2018,163.039993,167.539993,162.880005,167.369995,163.605591,40644900
